DOLocationID,PULocationID,RatecodeID,VendorID,congestion_surcharge,extra,fare_amount,improvement_surcharge,mta_tax,passenger_count,payment_type,store_and_fwd_flag,tip_amount,tolls_amount,total_amount,tpep_dropoff_datetime,tpep_pickup_datetime,trip_distance,tpep_pickup_datetime_IST,tpep_dropoff_datetime_IST,diff
107,233,1,2,2.5,0.5,5.5,0.3,0.5,2,1,N,1.4,0.0,10.7,2021-01-01 00:42:31,2021-01-01 00:38:26,1.38,2021-01-01 13:08:26,2021-01-01 13:12:31,245
140,229,1,1,2.5,3.0,4.0,0.3,0.5,0,2,N,0.0,0.0,7.8,2021-01-01 00:46:51,2021-01-01 00:45:19,.50,2021-01-01 13:15:19,2021-01-01 13:16:51,92
229,140,1,1,2.5,3.0,6.5,0.3,0.5,0,2,N,0.0,0.0,10.3,2021-01-01 00:56:13,2021-01-01 00:49:15,.80,2021-01-01 13:19:15,2021-01-01 13:26:13,418
74,68,1,2,2.5,0.5,19.5,0.3,0.5,1,2,N,0.0,0.0,23.3,2021-01-01 00:23:35,2021-01-01 00:02:34,5.83,2021-01-01 12:32:34,2021-01-01 12:53:35,1261
41,74,1,2,0.0,0.5,7.0,0.3,0.5,1,2,N,0.0,0.0,8.3,2021-01-01 00:34:49,2021-01-01 00:28:18,1.35,2021-01-01 12:58:18,2021-01-01 13:04:49,391
226,48,1,2,2.5,0.5,15.5,0.3,0.5,1,2,N,0.0,0.0,19.3,2021-01-01 00:24:58,2021-01-01 00:08:03,4.11,2021-01-01 12:38:03,2021-01-01 12:54:58,1015
229,233,1,2,2.5,0.5,3.0,0.3,0.5,1,2,N,0.0,0.0,6.8,2021-01-01 00:42:57,2021-01-01 00:42:02,.32,2021-01-01 13:12:02,2021-01-01 13:12:57,55
41,263,1,2,2.5,0.5,11.0,0.3,0.5,1,2,N,0.0,0.0,14.8,2021-01-01 01:00:33,2021-01-01 00:48:05,2.31,2021-01-01 13:18:05,2021-01-01 13:30:33,748
140,263,1,1,2.5,3.0,5.0,0.3,0.5,2,1,Y,2.6,0.0,11.4,2021-01-01 00:28:22,2021-01-01 00:25:36,1,2021-01-01 12:55:36,2021-01-01 12:58:22,166
262,236,1,1,2.5,3.0,6.0,0.3,0.5,1,1,N,1.95,0.0,11.75,2021-01-01 00:41:18,2021-01-01 00:35:11,.90,2021-01-01 13:05:11,2021-01-01 13:11:18,367
263,262,1,1,2.5,3.0,3.0,0.3,0.5,1,3,N,0.0,0.0,6.8,2021-01-01 00:46:49,2021-01-01 00:45:45,.20,2021-01-01 13:15:45,2021-01-01 13:16:49,64
237,237,1,1,2.5,3.0,4.0,0.3,0.5,2,1,N,0.0,0.0,7.8,2021-01-01 00:59:22,2021-01-01 00:57:04,.40,2021-01-01 13:27:04,2021-01-01 13:29:22,138
227,164,1,1,2.5,3.0,34.0,0.3,0.5,2,4,N,0.0,0.0,37.8,2021-01-01 00:45:44,2021-01-01 00:16:58,11.1,2021-01-01 12:46:58,2021-01-01 13:15:44,1726
116,234,1,1,2.5,3.0,26.0,0.3,0.5,2,2,N,0.0,0.0,29.8,2021-01-01 00:49:23,2021-01-01 00:28:03,8.4,2021-01-01 12:58:03,2021-01-01 13:19:23,1280
162,113,1,1,2.5,3.0,10.5,0.3,0.5,2,2,N,0.0,0.0,14.3,2021-01-01 00:50:37,2021-01-01 00:41:17,2.8,2021-01-01 13:11:17,2021-01-01 13:20:37,560
262,237,1,1,2.5,3.0,7.0,0.3,0.5,3,1,N,2.15,0.0,12.95,2021-01-01 01:03:29,2021-01-01 00:56:47,1.3,2021-01-01 13:26:47,2021-01-01 13:33:29,402
137,164,1,2,2.5,0.5,10.5,0.3,0.5,2,1,N,2.0,0.0,16.3,2021-01-01 00:40:29,2021-01-01 00:28:44,2.19,2021-01-01 12:58:44,2021-01-01 13:10:29,705
224,249,1,1,2.5,3.0,9.0,0.3,0.5,2,1,N,3.8,0.0,16.6,2021-01-01 00:21:44,2021-01-01 00:12:51,2.3,2021-01-01 12:42:51,2021-01-01 12:51:44,533
229,229,1,1,2.5,3.0,3.5,0.3,0.5,2,1,N,0.0,0.0,7.3,2021-01-01 00:47:30,2021-01-01 00:45:12,.20,2021-01-01 13:15:12,2021-01-01 13:17:30,138
234,141,1,1,2.5,3.0,12.5,0.3,0.5,2,4,N,0.0,0.0,16.3,2021-01-01 01:09:24,2021-01-01 00:55:31,2.9,2021-01-01 13:25:31,2021-01-01 13:39:24,833
170,161,1,1,2.5,3.0,7.0,0.3,0.5,3,1,N,0.0,0.0,10.8,2021-01-01 00:22:57,2021-01-01 00:14:02,.80,2021-01-01 12:44:02,2021-01-01 12:52:57,535
65,113,1,1,2.5,3.0,13.5,0.3,0.5,1,1,N,3.45,0.0,20.75,2021-01-01 01:12:38,2021-01-01 00:58:21,3.5,2021-01-01 13:28:21,2021-01-01 13:42:38,857
41,48,1,2,2.5,0.5,20.0,0.3,0.5,1,2,N,0.0,0.0,23.8,2021-01-01 00:23:23,2021-01-01 00:06:25,6.17,2021-01-01 12:36:25,2021-01-01 12:53:23,1018
48,161,1,2,2.5,0.5,6.5,0.3,0.5,1,2,N,0.0,0.0,10.3,2021-01-01 00:51:25,2021-01-01 00:43:41,.79,2021-01-01 13:13:41,2021-01-01 13:21:25,464
236,113,1,2,2.5,0.5,17.5,0.3,0.5,1,1,N,6.39,0.0,27.69,2021-01-01 00:23:34,2021-01-01 00:05:35,5.1,2021-01-01 12:35:35,2021-01-01 12:53:34,1079
36,113,1,2,2.5,0.5,19.0,0.3,0.5,4,2,N,0.0,0.0,22.8,2021-01-01 01:01:33,2021-01-01 00:41:46,5.08,2021-01-01 13:11:46,2021-01-01 13:31:33,1187
197,132,1,2,0.0,0.5,19.0,0.3,0.5,1,2,N,0.0,0.0,20.3,2021-01-01 00:49:58,2021-01-01 00:38:23,6.43,2021-01-01 13:08:23,2021-01-01 13:19:58,695
28,236,1,1,2.5,3.0,39.0,0.3,0.5,0,1,N,0.0,6.12,48.92,2021-01-01 00:24:16,2021-01-01 00:01:13,14.3,2021-01-01 12:31:13,2021-01-01 12:54:16,1383
236,141,1,1,2.5,3.0,5.5,0.3,0.5,1,1,N,2.0,0.0,11.3,2021-01-01 00:18:40,2021-01-01 00:14:54,1.2,2021-01-01 12:44:54,2021-01-01 12:48:40,226
229,161,1,1,2.5,3.0,5.5,0.3,0.5,2,1,N,1.0,0.0,10.3,2021-01-01 00:33:11,2021-01-01 00:27:18,.70,2021-01-01 12:57:18,2021-01-01 13:03:11,353
41,143,1,1,2.5,3.0,11.5,0.3,0.5,1,2,Y,0.0,0.0,15.3,2021-01-01 01:10:48,2021-01-01 00:59:35,3.3,2021-01-01 13:29:35,2021-01-01 13:40:48,673
265,70,4,2,0.0,0.5,46.0,0.3,0.5,2,1,N,9.46,0.0,56.76,2021-01-01 00:41:04,2021-01-01 00:17:53,15.19,2021-01-01 12:47:53,2021-01-01 13:11:04,1391
231,100,1,2,2.5,0.5,12.0,0.3,0.5,1,1,N,3.16,0.0,18.96,2021-01-01 00:36:58,2021-01-01 00:24:43,3.4,2021-01-01 12:54:43,2021-01-01 13:06:58,735
233,249,1,2,2.5,0.5,10.5,0.3,0.5,1,1,N,2.86,0.0,17.16,2021-01-01 01:07:07,2021-01-01 00:56:49,2.76,2021-01-01 13:26:49,2021-01-01 13:37:07,618
233,233,5,1,0.0,0.0,12.0,0.3,0.0,2,1,N,2.45,0.0,14.75,2021-01-01 00:31:04,2021-01-01 00:30:33,.00,2021-01-01 13:00:33,2021-01-01 13:01:04,31
141,237,1,1,2.5,3.0,4.0,0.3,0.5,1,1,N,2.0,0.0,9.8,2021-01-01 00:53:16,2021-01-01 00:51:15,.60,2021-01-01 13:21:15,2021-01-01 13:23:16,121
229,142,1,2,2.5,0.5,9.0,0.3,0.5,2,1,N,5.0,0.0,17.8,2021-01-01 00:27:29,2021-01-01 00:18:14,1.98,2021-01-01 12:48:14,2021-01-01 12:57:29,555
137,229,1,2,2.5,0.5,10.0,0.3,0.5,2,1,N,2.76,0.0,16.56,2021-01-01 00:37:21,2021-01-01 00:30:45,2.71,2021-01-01 13:00:45,2021-01-01 13:07:21,396
144,79,1,2,2.5,0.5,7.0,0.3,0.5,1,2,N,0.0,0.0,10.8,2021-01-01 01:01:17,2021-01-01 00:53:17,1.07,2021-01-01 13:23:17,2021-01-01 13:31:17,480
230,100,1,2,2.5,0.5,11.0,0.3,0.5,1,2,N,0.0,0.0,14.8,2021-01-01 00:42:11,2021-01-01 00:24:21,.81,2021-01-01 12:54:21,2021-01-01 13:12:11,1070
79,186,1,2,2.5,0.5,11.0,0.3,0.5,1,2,N,0.0,0.0,14.8,2021-01-01 00:14:52,2021-01-01 00:02:18,2.27,2021-01-01 12:32:18,2021-01-01 12:44:52,754
162,107,1,2,2.5,0.5,7.5,0.3,0.5,1,2,N,0.0,0.0,11.3,2021-01-01 00:24:46,2021-01-01 00:17:53,1.5,2021-01-01 12:47:53,2021-01-01 12:54:46,413
90,90,1,2,2.5,0.5,4.5,0.3,0.5,2,1,N,2.0,0.0,10.3,2021-01-01 00:44:39,2021-01-01 00:40:48,.77,2021-01-01 13:10:48,2021-01-01 13:14:39,231
164,48,1,2,2.5,0.5,8.5,0.3,0.5,1,1,N,3.69,0.0,15.99,2021-01-01 00:15:54,2021-01-01 00:04:58,1.73,2021-01-01 12:34:58,2021-01-01 12:45:54,656
237,162,1,2,2.5,0.5,6.5,0.3,0.5,1,2,N,0.0,0.0,10.3,2021-01-01 00:49:47,2021-01-01 00:44:23,1.44,2021-01-01 13:14:23,2021-01-01 13:19:47,324
249,234,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,2.32,0.0,11.62,2021-01-01 00:29:40,2021-01-01 00:25:27,1.08,2021-01-01 12:55:27,2021-01-01 12:59:40,253
239,234,1,2,2.5,0.5,17.5,0.3,0.5,1,1,N,5.32,0.0,26.62,2021-01-01 01:12:33,2021-01-01 00:53:48,4.69,2021-01-01 13:23:48,2021-01-01 13:42:33,1125
133,90,1,1,2.5,3.0,28.0,0.3,0.5,1,1,N,7.95,0.0,39.75,2021-01-01 01:10:58,2021-01-01 00:50:44,9.6,2021-01-01 13:20:44,2021-01-01 13:40:58,1214
236,229,1,2,2.5,0.5,6.5,0.3,0.5,4,1,N,3.09,0.0,13.39,2021-01-01 00:13:28,2021-01-01 00:09:00,1.49,2021-01-01 12:39:00,2021-01-01 12:43:28,268
79,137,1,2,2.5,0.5,7.0,0.3,0.5,4,1,N,2.16,0.0,12.96,2021-01-01 00:49:37,2021-01-01 00:43:45,1.62,2021-01-01 13:13:45,2021-01-01 13:19:37,352
229,107,1,1,2.5,3.0,6.5,0.3,0.5,1,1,N,2.0,0.0,12.3,2021-01-01 00:36:37,2021-01-01 00:32:42,1.6,2021-01-01 13:02:42,2021-01-01 13:06:37,235
141,236,1,2,2.5,0.5,7.0,0.3,0.5,1,1,N,2.7,0.0,13.5,2021-01-01 00:07:39,2021-01-01 00:02:05,1.6,2021-01-01 12:32:05,2021-01-01 12:37:39,334
75,237,1,2,2.5,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,12.8,2021-01-01 00:20:55,2021-01-01 00:13:16,2.54,2021-01-01 12:43:16,2021-01-01 12:50:55,459
79,141,1,2,2.5,0.5,12.0,0.3,0.5,1,1,N,3.16,0.0,18.96,2021-01-01 01:04:39,2021-01-01 00:54:27,3.78,2021-01-01 13:24:27,2021-01-01 13:34:39,612
68,48,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,2.94,0.0,12.74,2021-01-01 00:28:01,2021-01-01 00:22:50,1.25,2021-01-01 12:52:50,2021-01-01 12:58:01,311
263,142,1,2,2.5,0.5,11.5,0.3,0.5,1,2,N,0.0,0.0,15.3,2021-01-01 00:13:59,2021-01-01 00:02:00,2.52,2021-01-01 12:32:00,2021-01-01 12:43:59,719
237,236,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,2.45,0.0,12.25,2021-01-01 00:24:32,2021-01-01 00:19:59,1.18,2021-01-01 12:49:59,2021-01-01 12:54:32,273
158,143,1,2,2.5,0.5,15.5,0.3,0.5,1,1,N,4.7,0.0,24.0,2021-01-01 00:54:48,2021-01-01 00:36:40,3.85,2021-01-01 13:06:40,2021-01-01 13:24:48,1088
116,142,1,1,2.5,3.0,17.0,0.3,0.5,1,2,N,0.0,0.0,20.8,2021-01-01 00:44:55,2021-01-01 00:32:01,5.2,2021-01-01 13:02:01,2021-01-01 13:14:55,774
256,107,1,1,0.0,0.0,17.2,0.3,0.5,1,1,N,0.0,0.0,18.0,2021-01-01 00:24:57,2021-01-01 00:11:12,.00,2021-01-01 12:41:12,2021-01-01 12:54:57,825
49,137,1,2,2.5,0.5,18.5,0.3,0.5,4,1,N,4.0,0.0,26.3,2021-01-01 00:39:16,2021-01-01 00:19:18,5.04,2021-01-01 12:49:18,2021-01-01 13:09:16,1198
237,234,1,2,2.5,0.5,10.0,0.3,0.5,1,1,N,4.14,0.0,17.94,2021-01-01 00:52:05,2021-01-01 00:40:35,2.41,2021-01-01 13:10:35,2021-01-01 13:22:05,690
170,68,1,2,2.5,0.5,9.5,0.3,0.5,1,2,N,0.0,0.0,13.3,2021-01-01 00:21:10,2021-01-01 00:10:26,2.09,2021-01-01 12:40:26,2021-01-01 12:51:10,644
75,166,1,2,0.0,0.5,8.5,0.3,0.5,2,1,N,2.45,0.0,12.25,2021-01-01 00:18:00,2021-01-01 00:08:32,1.57,2021-01-01 12:38:32,2021-01-01 12:48:00,568
74,151,1,2,0.0,0.5,11.5,0.3,0.5,2,2,N,0.0,0.0,12.8,2021-01-01 00:37:38,2021-01-01 00:25:24,2.6,2021-01-01 12:55:24,2021-01-01 13:07:38,734
163,237,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,2.33,0.0,11.63,2021-01-01 00:39:59,2021-01-01 00:35:30,1.02,2021-01-01 13:05:30,2021-01-01 13:09:59,269
263,238,1,1,2.5,3.0,8.0,0.3,0.5,1,1,N,2.95,0.0,14.75,2021-01-01 00:59:51,2021-01-01 00:52:09,1.8,2021-01-01 13:22:09,2021-01-01 13:29:51,462
233,13,1,2,2.5,0.5,20.0,0.3,0.5,1,2,N,0.0,0.0,23.8,2021-01-01 00:28:58,2021-01-01 00:16:13,6.45,2021-01-01 12:46:13,2021-01-01 12:58:58,765
151,231,1,2,2.5,0.5,24.0,0.3,0.5,1,1,N,5.56,0.0,33.36,2021-01-01 01:10:30,2021-01-01 00:48:28,7.12,2021-01-01 13:18:28,2021-01-01 13:40:30,1322
142,249,1,1,2.5,3.0,14.5,0.3,0.5,1,1,N,5.45,0.0,23.75,2021-01-01 00:27:14,2021-01-01 00:12:48,4.1,2021-01-01 12:42:48,2021-01-01 12:57:14,866
229,239,1,2,2.5,0.5,12.0,0.3,0.5,1,1,N,3.16,0.0,18.96,2021-01-01 00:32:56,2021-01-01 00:20:29,2.96,2021-01-01 12:50:29,2021-01-01 13:02:56,747
195,48,1,2,2.5,0.5,23.0,0.3,0.5,1,1,N,5.36,0.0,32.16,2021-01-01 01:22:59,2021-01-01 00:59:24,7.35,2021-01-01 13:29:24,2021-01-01 13:52:59,1415
75,142,1,1,2.5,3.0,9.5,0.3,0.5,3,1,N,2.5,0.0,15.8,2021-01-01 00:40:59,2021-01-01 00:32:58,2.5,2021-01-01 13:02:58,2021-01-01 13:10:59,481
145,230,1,1,2.5,3.0,10.0,0.3,0.5,1,1,N,2.75,0.0,16.55,2021-01-01 00:49:39,2021-01-01 00:41:19,2.7,2021-01-01 13:11:19,2021-01-01 13:19:39,500
48,239,1,1,2.5,3.0,6.0,0.3,0.5,1,2,N,0.0,0.0,9.8,2021-01-01 00:12:55,2021-01-01 00:08:06,1.2,2021-01-01 12:38:06,2021-01-01 12:42:55,289
107,48,1,1,2.5,3.0,9.5,0.3,0.5,1,2,N,0.0,0.0,13.3,2021-01-01 00:26:34,2021-01-01 00:16:43,2.4,2021-01-01 12:46:43,2021-01-01 12:56:34,591
107,107,1,1,2.5,3.0,3.5,0.3,0.5,1,1,N,1.45,0.0,8.75,2021-01-01 00:29:30,2021-01-01 00:27:30,.40,2021-01-01 12:57:30,2021-01-01 12:59:30,120
164,161,1,2,2.5,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,12.8,2021-01-01 00:48:52,2021-01-01 00:36:54,1.2,2021-01-01 13:06:54,2021-01-01 13:18:52,718
228,113,1,1,2.5,3.0,24.5,0.3,0.5,1,2,N,0.0,0.0,28.3,2021-01-01 00:38:24,2021-01-01 00:11:28,6.8,2021-01-01 12:41:28,2021-01-01 13:08:24,1616
236,229,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,1.96,0.0,11.76,2021-01-01 00:23:31,2021-01-01 00:20:17,1.42,2021-01-01 12:50:17,2021-01-01 12:53:31,194
236,237,1,2,2.5,0.5,4.5,0.3,0.5,1,2,N,0.0,0.0,8.3,2021-01-01 00:18:32,2021-01-01 00:15:33,.81,2021-01-01 12:45:33,2021-01-01 12:48:32,179
263,75,1,2,2.5,0.5,5.5,0.3,0.5,2,1,N,0.93,0.0,10.23,2021-01-01 00:38:44,2021-01-01 00:34:35,1.06,2021-01-01 13:04:35,2021-01-01 13:08:44,249
140,229,1,2,2.5,0.5,6.0,0.3,0.5,2,2,N,0.0,0.0,9.8,2021-01-01 00:52:39,2021-01-01 00:48:04,1.34,2021-01-01 13:18:04,2021-01-01 13:22:39,275
236,140,1,2,2.5,0.5,8.0,0.3,0.5,2,1,N,2.36,0.0,14.16,2021-01-01 01:01:56,2021-01-01 00:53:45,1.5,2021-01-01 13:23:45,2021-01-01 13:31:56,491
41,43,1,2,2.5,0.5,7.5,0.3,0.5,3,2,N,0.0,0.0,11.3,2021-01-01 00:07:21,2021-01-01 00:01:01,1.48,2021-01-01 12:31:01,2021-01-01 12:37:21,380
107,43,1,2,2.5,0.5,12.5,0.3,0.5,3,1,N,3.26,0.0,19.56,2021-01-01 00:55:09,2021-01-01 00:40:58,3.13,2021-01-01 13:10:58,2021-01-01 13:25:09,851
137,230,1,1,2.5,3.0,12.0,0.3,0.5,2,1,Y,3.15,0.0,18.95,2021-01-01 00:56:18,2021-01-01 00:41:07,2.5,2021-01-01 13:11:07,2021-01-01 13:26:18,911
229,237,1,2,2.5,0.5,4.5,0.3,0.5,1,1,N,1.66,0.0,9.96,2021-01-01 00:15:25,2021-01-01 00:11:57,.66,2021-01-01 12:41:57,2021-01-01 12:45:25,208
236,262,1,2,2.5,0.5,5.0,0.3,0.5,1,2,N,0.0,0.0,8.8,2021-01-01 00:26:25,2021-01-01 00:22:01,.69,2021-01-01 12:52:01,2021-01-01 12:56:25,264
107,236,1,2,2.5,0.5,10.5,0.3,0.5,1,1,N,2.86,0.0,17.16,2021-01-01 00:51:43,2021-01-01 00:42:55,3.05,2021-01-01 13:12:55,2021-01-01 13:21:43,528
162,237,1,2,2.5,0.5,4.5,0.3,0.5,1,2,N,0.0,0.0,8.3,2021-01-01 00:45:02,2021-01-01 00:41:47,.77,2021-01-01 13:11:47,2021-01-01 13:15:02,195
151,68,1,2,2.5,0.5,15.0,0.3,0.5,2,1,N,3.76,0.0,22.56,2021-01-01 00:17:45,2021-01-01 00:04:15,4.36,2021-01-01 12:34:15,2021-01-01 12:47:45,810
161,238,1,2,2.5,0.5,13.5,0.3,0.5,3,2,N,0.0,0.0,17.3,2021-01-01 00:37:49,2021-01-01 00:21:35,2.95,2021-01-01 12:51:35,2021-01-01 13:07:49,974
262,68,1,2,2.5,0.5,16.0,0.3,0.5,1,1,N,3.96,0.0,23.76,2021-01-01 00:45:22,2021-01-01 00:27:21,4.29,2021-01-01 12:57:21,2021-01-01 13:15:22,1081
13,100,5,2,2.5,0.0,25.0,0.3,0.0,1,1,N,0.0,0.0,27.8,2021-01-01 00:26:24,2021-01-01 00:09:50,4.18,2021-01-01 12:39:50,2021-01-01 12:56:24,994
239,68,1,2,2.5,0.5,12.0,0.3,0.5,2,2,N,0.0,0.0,15.8,2021-01-01 01:01:37,2021-01-01 00:49:06,3.47,2021-01-01 13:19:06,2021-01-01 13:31:37,751
141,236,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,1.86,0.0,11.16,2021-01-01 00:25:06,2021-01-01 00:20:22,.96,2021-01-01 12:50:22,2021-01-01 12:55:06,284
161,161,1,2,2.5,0.5,5.5,0.3,0.5,1,2,N,0.0,0.0,9.3,2021-01-01 00:41:00,2021-01-01 00:35:16,.56,2021-01-01 13:05:16,2021-01-01 13:11:00,344
61,7,1,1,0.0,0.5,45.5,0.3,0.5,2,2,N,0.0,0.0,46.8,2021-01-01 01:17:07,2021-01-01 00:40:27,15.4,2021-01-01 13:10:27,2021-01-01 13:47:07,2200
140,233,1,1,2.5,3.0,6.5,0.3,0.5,2,1,N,1.0,0.0,11.3,2021-01-01 00:33:57,2021-01-01 00:29:11,1.5,2021-01-01 12:59:11,2021-01-01 13:03:57,286
202,262,1,1,2.5,3.0,14.5,0.3,0.5,1,2,N,0.0,0.0,18.3,2021-01-01 00:51:20,2021-01-01 00:37:21,4.2,2021-01-01 13:07:21,2021-01-01 13:21:20,839
181,230,1,2,2.5,0.5,30.0,0.3,0.5,1,1,N,6.76,0.0,40.56,2021-01-01 01:29:28,2021-01-01 00:55:27,8.89,2021-01-01 13:25:27,2021-01-01 13:59:28,2041
41,249,1,2,2.5,0.5,21.5,0.3,0.5,1,1,N,3.0,0.0,28.3,2021-01-01 01:11:37,2021-01-01 00:48:39,6.53,2021-01-01 13:18:39,2021-01-01 13:41:37,1378
142,48,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.36,0.0,14.16,2021-01-01 00:41:51,2021-01-01 00:35:17,1.91,2021-01-01 13:05:17,2021-01-01 13:11:51,394
165,264,1,2,0.0,0.5,50.0,0.3,0.5,2,1,N,10.26,0.0,61.56,2021-01-01 00:51:26,2021-01-01 00:17:06,17.68,2021-01-01 12:47:06,2021-01-01 13:21:26,2060
75,113,1,1,2.5,3.0,16.0,0.3,0.5,2,1,N,2.97,0.0,22.77,2021-01-01 00:56:22,2021-01-01 00:41:19,5.1,2021-01-01 13:11:19,2021-01-01 13:26:22,903
170,164,1,2,2.5,0.5,3.5,0.3,0.5,2,1,N,1.46,0.0,8.76,2021-01-01 00:31:58,2021-01-01 00:29:38,.25,2021-01-01 12:59:38,2021-01-01 13:01:58,140
233,48,1,1,2.5,3.0,12.0,0.3,0.5,2,1,N,1.58,0.0,17.38,2021-01-01 00:26:40,2021-01-01 00:11:44,2.7,2021-01-01 12:41:44,2021-01-01 12:56:40,896
236,141,1,1,2.5,3.0,5.5,0.3,0.5,2,1,N,1.85,0.0,11.15,2021-01-01 00:56:24,2021-01-01 00:52:46,1.2,2021-01-01 13:22:46,2021-01-01 13:26:24,218
151,239,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,2.32,0.0,11.62,2021-01-01 00:23:10,2021-01-01 00:19:09,1,2021-01-01 12:49:09,2021-01-01 12:53:10,241
41,166,1,1,0.0,0.5,7.0,0.3,0.5,1,2,N,0.0,0.0,8.3,2021-01-01 00:13:47,2021-01-01 00:06:58,1.2,2021-01-01 12:36:58,2021-01-01 12:43:47,409
211,43,1,1,2.5,3.0,21.0,0.3,0.5,1,1,N,7.4,0.0,32.2,2021-01-01 00:44:31,2021-01-01 00:22:56,6.3,2021-01-01 12:52:56,2021-01-01 13:14:31,1295
79,113,1,1,2.5,3.0,6.0,0.3,0.5,2,1,N,1.95,0.0,11.75,2021-01-01 00:54:36,2021-01-01 00:49:04,1,2021-01-01 13:19:04,2021-01-01 13:24:36,332
236,142,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.95,0.0,14.75,2021-01-01 00:23:06,2021-01-01 00:15:41,1.71,2021-01-01 12:45:41,2021-01-01 12:53:06,445
263,263,1,2,2.5,0.5,3.5,0.3,0.5,1,1,N,1.31,0.0,8.61,2021-01-01 00:44:07,2021-01-01 00:42:45,.46,2021-01-01 13:12:45,2021-01-01 13:14:07,82
107,263,1,2,2.5,0.5,10.0,0.3,0.5,1,1,N,2.76,0.0,16.56,2021-01-01 00:53:37,2021-01-01 00:45:05,2.88,2021-01-01 13:15:05,2021-01-01 13:23:37,512
88,107,1,2,2.5,0.5,13.5,0.3,0.5,1,1,N,3.46,0.0,20.76,2021-01-01 01:03:27,2021-01-01 00:54:12,4.11,2021-01-01 13:24:12,2021-01-01 13:33:27,555
162,107,1,2,2.5,0.5,7.0,0.3,0.5,1,1,N,2.16,0.0,12.96,2021-01-01 00:36:42,2021-01-01 00:31:51,1.95,2021-01-01 13:01:51,2021-01-01 13:06:42,291
163,141,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.36,0.0,14.16,2021-01-01 00:50:17,2021-01-01 00:42:43,1.68,2021-01-01 13:12:43,2021-01-01 13:20:17,454
66,137,1,2,2.5,0.5,19.0,0.3,0.5,1,2,N,0.0,0.0,22.8,2021-01-01 00:44:51,2021-01-01 00:30:02,5.9,2021-01-01 13:00:02,2021-01-01 13:14:51,889
166,239,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.95,0.0,14.75,2021-01-01 00:21:22,2021-01-01 00:14:03,1.53,2021-01-01 12:44:03,2021-01-01 12:51:22,439
41,151,1,2,0.0,0.5,8.0,0.3,0.5,1,1,N,1.86,0.0,11.16,2021-01-01 00:32:56,2021-01-01 00:25:06,1.59,2021-01-01 12:55:06,2021-01-01 13:02:56,470
4,238,1,1,2.5,3.0,17.5,0.3,0.5,1,1,N,2.0,0.0,23.3,2021-01-01 00:37:30,2021-01-01 00:24:14,5.6,2021-01-01 12:54:14,2021-01-01 13:07:30,796
249,114,1,1,2.5,3.0,6.0,0.3,0.5,2,1,N,2.9,0.0,12.7,2021-01-01 00:51:56,2021-01-01 00:46:03,.80,2021-01-01 13:16:03,2021-01-01 13:21:56,353
143,144,1,2,2.5,0.5,20.0,0.3,0.5,1,1,N,5.0,0.0,28.8,2021-01-01 01:08:25,2021-01-01 00:48:55,5.74,2021-01-01 13:18:55,2021-01-01 13:38:25,1170
239,170,1,2,2.5,0.5,13.0,0.3,0.5,1,1,N,3.36,0.0,20.16,2021-01-01 01:01:40,2021-01-01 00:48:39,3.67,2021-01-01 13:18:39,2021-01-01 13:31:40,781
164,90,1,2,2.5,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,12.8,2021-01-01 00:26:03,2021-01-01 00:14:23,1.25,2021-01-01 12:44:23,2021-01-01 12:56:03,700
244,161,1,2,2.5,0.5,27.0,0.3,0.5,1,1,N,9.24,0.0,40.04,2021-01-01 00:55:30,2021-01-01 00:32:52,7.99,2021-01-01 13:02:52,2021-01-01 13:25:30,1358
68,48,1,2,2.5,0.5,6.0,0.3,0.5,1,2,N,0.0,0.0,9.8,2021-01-01 00:25:42,2021-01-01 00:19:38,.94,2021-01-01 12:49:38,2021-01-01 12:55:42,364
89,89,5,2,0.0,0.0,45.0,0.3,0.0,1,1,N,0.0,0.0,45.3,2021-01-01 00:53:29,2021-01-01 00:53:25,.00,2021-01-01 13:23:25,2021-01-01 13:23:29,4
239,238,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,1.47,0.0,11.27,2021-01-01 00:18:28,2021-01-01 00:12:58,1.11,2021-01-01 12:42:58,2021-01-01 12:48:28,330
141,263,1,1,2.5,3.0,4.5,0.3,0.5,1,1,N,1.7,0.0,10.0,2021-01-01 00:19:41,2021-01-01 00:17:25,.90,2021-01-01 12:47:25,2021-01-01 12:49:41,136
233,100,1,1,2.5,3.0,6.0,0.3,0.5,1,1,N,2.45,0.0,12.25,2021-01-01 01:03:40,2021-01-01 00:57:55,1,2021-01-01 13:27:55,2021-01-01 13:33:40,345
